,game,category,game+category,time,released_year,age,nb_of_runs,main_platform,main_genre,engine,developer,publisher,TAS_time,emulator,time_difference,%_of_difference
416,Time Lord,Any%,Time Lord - Any%,656.53,1990,31,6,Nintendo Entertainment System,,,,,624.25,,32.27999999999997,4.91675932554491
417,Space Quest IV: Roger Wilco and the Time Rippers,Any%,Space Quest IV: Roger Wilco and the Time Rippers - Any%,509.0,1991,30,3,PC,,,,,456.51,,52.49000000000001,10.3123772102161
418,Aero the Acro-Bat,Any%,Aero the Acro-Bat - Any%,2195.0,1993,28,1,Super Nintendo,Platform,,Iguana,Sunsoft,1779.23,,415.77,18.9416856492027
419,Knight Quest,Any%,Knight Quest - Any%,9621,1992,29,2,Game Boy Color,RPG,,,,1402.73,,8218.27,85.4201226483734
420,Star Wars: The Empire Strikes Back,Any%,Star Wars: The Empire Strikes Back - Any%,1014,1992,29,2,Nintendo Entertainment System,,,,,734.22,,279.78,27.5917159763314
421,Puggsy,Any%,Puggsy - Any%,1462.966,1993,28,8,Sega Genesis,Platformer,,Traveller's Tales,Psygnosis,1080.73,,382.236,26.1274698113285
422,Inspector Gadget,Any%,Inspector Gadget - Any%,925.0,1993,28,1,Super Nintendo,,,,,823.65,,101.35000000000002,10.9567567567568
423,Ultraman Ball,Any%,Ultraman Ball - Any%,412.0,1994,27,11,Game Boy Color,,,,,364.45,,47.55000000000001,11.5412621359223
424,Tiny Toon Adventures: Babs' Big Break,Any%,Tiny Toon Adventures: Babs' Big Break - Any%,955.0,1992,29,12,Game Boy Color,,,,,923.2,,31.799999999999955,3.32984293193717
425,Yume Penguin Monogatari,Any%,Yume Penguin Monogatari - Any%,594.8,1991,30,46,Nintendo Entertainment System,2D Platformer,,Konami,,589.0,,5.7999999999999545,0.975117686617343
426,The Amazing Spider-Man,Any%,The Amazing Spider-Man - Any%,7432,2012,9,3,Nintendo 3DS,,,,,18.62,,7413.38,99.7494617868676
427,Top Hunter: Roddy & Cathy,Any%,Top Hunter: Roddy & Cathy - Any%,1105,1994,27,5,Arcade,Beat 'em up,,snk,SNK,769.1,,335.9,30.3981900452489
428,Lagoon,Any%,Lagoon - Any%,4931.0,1991,30,6,Super Nintendo,,,,,4112.68,,818.3199999999997,16.5954167511661
429,X-Men: Mutant Apocalypse,Any%,X-Men: Mutant Apocalypse - Any%,1028.0,1994,27,20,Super Nintendo,,,,,895.02,,132.98000000000002,12.9357976653697
430,Super Bomberman,Any%,Super Bomberman - Any%,832.0,1993,28,42,Super Nintendo,Puzzle,,,,756.93,snes9x,75.07000000000005,9.02283653846155
431,Monster Party,Any%,Monster Party - Any%,923.0,1989,32,24,Nintendo Entertainment System,,,Human Entertainment,Bandai,898.07,,24.92999999999995,2.70097508125677
432,Ganryu,Any%,Ganryu - Any%,479.0,1999,22,2,Dreamcast,,,,,470.2,,8.800000000000011,1.83716075156576
433,Kishin Douji Zenki: Batoru Raiden,Any%,Kishin Douji Zenki: Batoru Raiden - Any%,1125.92,1995,26,3,Super Nintendo,Platformer,,CAProduction,Hudson Soft,786.45,,339.47,30.1504547392355
434,Turbo Turtle Adventure,Any%,Turbo Turtle Adventure - Any%,1673,2002,19,3,Game Boy Advance,,,,,1116.07,,556.93,33.2893006575015
435,Mendel Palace,Any%,Mendel Palace - Any%,1292.0,1989,32,4,Nintendo Entertainment System,Action,,Game Freak,Hudson Soft,1142.97,,149.02999999999997,11.5348297213622
436,Dungeon Explorer,Any%,Dungeon Explorer - Any%,1405.0,1989,32,5,Wii Virtual Console,,,,,1219.3,,185.70000000000005,13.2170818505338
437,Operation Logic Bomb,Any%,Operation Logic Bomb - Any%,1246.32,1993,28,7,Super Nintendo,,,,,1088.13,,158.18999999999983,12.6925669170036
438,Kick Master,Any%,Kick Master - Any%,673.0,1992,29,17,Nintendo Entertainment System,,,,,512.38,,160.62,23.8662704309064
439,Ghoul School,Any%,Ghoul School - Any%,256.0,1992,29,36,Nintendo Entertainment System,,,,,242.73,,13.27000000000001,5.18359375
440,The Amazing Spider-Man: Lethal Foes,Any%,The Amazing Spider-Man: Lethal Foes - Any%,758.0,1995,26,3,Super Nintendo,Action,,Agenda & Epoch Co.,Epoch Co.,577.12,,180.88,23.8627968337731
441,Mega Man Battle Network,Any%,Mega Man Battle Network - Any%,4482,2001,20,13,Game Boy Advance,RPG,,Capcom,Capcom,3340.65,,1141.35,25.4651941097724
442,Kid Chameleon,Maximum Levels,Kid Chameleon - Maximum Levels,2315.0,1992,29,6,Wii Virtual Console,Platformer,,SEGA,SEGA,1797.7,,517.3,22.3455723542117
443,Magician,Any%,Magician - Any%,821.0,1991,30,2,Nintendo Entertainment System,,,,,732.18,,88.82000000000005,10.8185140073082
444,Super Gussun Oyoyo,Any%,Super Gussun Oyoyo - Any%,523.0,1995,26,3,Super Nintendo,,,,,446.33,,76.67000000000002,14.65965583174
445,Smart Ball,Any%,Smart Ball - Any%,985.0,1991,30,7,Super Nintendo,,,,,867.37,,117.63,11.9421319796954
446,Ardy Lightfoot,Any%,Ardy Lightfoot - Any%,1347.0,1993,28,6,Super Nintendo,,,ASCII Entertainment,ASCII Entertainment,1196.93,,150.06999999999994,11.1410541945063
447,Yo! Noid,Any%,Yo! Noid - Any%,1198.0,1990,31,8,Nintendo Entertainment System,Action Platformer,,Now Production,Capcom,1169.27,,28.730000000000018,2.39816360601002
448,Keith Courage in Alpha Zones,Any%,Keith Courage in Alpha Zones - Any%,1131.0,1988,33,7,TurboGrafx-16/PC Engine,Platform Game,,Advance Communication Company,Hudson Soft,977.3,,153.70000000000005,13.5897435897436
449,Werewolf: The Last Warrior,Any%,Werewolf: The Last Warrior - Any%,597.0,1990,31,6,Nintendo Entertainment System,,,,,539.58,FCEUX,57.41999999999996,9.6180904522613
450,Monster in My Pocket,Any%,Monster in My Pocket - Any%,981.0,1992,29,32,Nintendo Entertainment System,,,,,854.97,,126.02999999999997,12.8470948012232
451,8 Eyes,Any%,8 Eyes - Any%,1096.0,1988,33,4,Nintendo Entertainment System,,,,,1000.28,,95.72000000000003,8.73357664233577
452,Kaizou Choujin Shubibinman Zero,Any%,Kaizou Choujin Shubibinman Zero - Any%,962.2,1997,24,9,Super Nintendo,Action: Side-Scrolling,,Masaya,NCS,768.17,,194.0300000000001,20.1652463105384
453,Sub-Terrania,Any%,Sub-Terrania - Any%,558,1994,27,3,Sega Genesis,Shooter,,Zyrinx,Scavenger,400.62,,157.38,28.2043010752688
454,Blaster Master 2,Any%,Blaster Master 2 - Any%,2258,1993,28,3,Sega Genesis,,,,,1529.22,,728.78,32.2754650132861
455,Legacy of the Wizard,Any%,Legacy of the Wizard - Any%,1399,1987,34,17,Nintendo Entertainment System,,,,,824.23,FCEU,574.77,41.084345961401
456,Wizards & Warriors,Any%,Wizards & Warriors - Any%,657.0,1987,34,33,Nintendo Entertainment System,,,,,575.42,,81.58000000000004,12.4170471841705
457,Totally Rad,Any%,Totally Rad - Any%,848.0,1991,30,4,Nintendo Entertainment System,,,,,727.57,,120.42999999999995,14.2016509433962
458,Dragon Fighter,Any%,Dragon Fighter - Any%,808.0,1990,31,9,Nintendo Entertainment System,,,,,735.28,,72.72000000000003,9
459,Kendo Rage,Any%,Kendo Rage - Any%,693.0,1993,28,1,Super Nintendo,Action-game,,Affect,Seta U.S.A.,619.8,,73.20000000000005,10.5627705627706
